grd_edit,Warranty_edit,Power_edit,Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,Safety_Count,count_yes
184.0,3,100.0,605,Mahindra,Tuv300,T10 Dual Tone,1493.0,3.0,4.0,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,60.0,Diesel,1839,3995,1835,SUV,5.0,18.49,,18.49 km/litre,,1590 kg,5,184 mm,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,100PS@3750RPM,240Nm@1500-2250rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2680 mm,215/75R15,,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Manual, Internal",384.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.35,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,,,,Yes,,,Yes,,Front Row,2225 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,Yes,,,,,,,,,,,,,8,24
184.0,3,100.0,606,Mahindra,Tuv300,T10 (O) Dual Tone,1493.0,3.0,4.0,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,60.0,Diesel,1839,3995,1835,SUV,5.0,18.49,,18.49 km/litre,,1590 kg,5,184 mm,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,,,215/75R15,215/75R15,Electric Power,All Windows,,Remote,100PS@3750RPM,240Nm@1500-2250rpm,Digital,Analog,Analog,Yes,7.0,Leather,Manual,2680 mm,215/75R15,,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,"Manual, Internal",384.0,Yes,Yes,Yes,Digital,Front,Yes,Front & Rear,Yes,4 years /100000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.35,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,Yes,,,,Yes,,,,Yes,,,Yes,,All Rows,2225 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,8,25
180.0,0,90.0,607,Suzuki,S-Cross,1.3L Sigma,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,48.0,Diesel,1595,4300,1785,Crossover,5.0,23.65,,23.65 km/litre,,1215 kg,5,180 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion beam with coil spring,,,205/55 R16,205/55 R16,Electric Power,All Windows,,Remote,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,205/55 R16,,Yes,,,Yes,,,Internal,375.0,,Yes,Yes,Digital,Front,Yes,Front,Yes,,,Internal,Analog,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,7,19
180.0,0,90.0,608,Suzuki,S-Cross,1.3L Delta,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,48.0,Diesel,1595,4300,1785,Crossover,5.0,23.65,,23.65 km/litre,,1224 kg,5,180 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,205/60/R16,205/60/R16,Electric Power,All Windows,,Remote,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,205/60/R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,375.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,,,,,,,,,,,Yes,Yes,,,,,,,Yes,,,,,7,26
180.0,0,90.0,609,Suzuki,S-Cross,1.3L Zeta,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,48.0,Diesel,1595,4300,1785,Crossover,5.0,23.65,,23.65 km/litre,,1233 kg,5,180 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,205/60 R16,205/60 R16,Electric Power,All Windows,,Smart Key,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,205/60/R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",375.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,7,28
180.0,0,90.0,610,Suzuki,S-Cross,1.3L Alpha,1248.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,48.0,Diesel,1595,4300,1785,Crossover,5.0,23.65,,23.65 km/litre,,1240 kg,5,180 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Torsion beam with coil spring,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,90PS@4000rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600 mm,205/60R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",375.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1670 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Yes,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,8,31
201.0,0,106.0,611,Renault,Captur,Rxe Petrol,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Petrol,1619,4329,1813,SUV,5.0,,,13.86 km/litre,,,5,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/65 R16,215/65 R16,Yes,All Windows,,Yes,106PS@5600rpm,142Nm@4000rpm,Digital,Digital,Analog,Yes,5.0,Fabric,Manual,2673 mm,215 / 60 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,392.0,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,Yes,,,,Yes,,Yes,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,,Yes,,,,,,Yes,,,,,,11,35
201.0,0,110.0,612,Renault,Captur,Rxe Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,50.0,Diesel,1619,4329,1813,SUV,5.0,,,20.37 km/litre,,,6,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/65 R16,215/65 R16,Yes,All Windows,,Yes,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,Analog,Yes,5.0,Fabric,Manual,2673 mm,215 65 R16,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,,392.0,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,,Analog,,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,Yes,,,,Yes,,,,,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Reach, Rake",,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,,,,Yes,Yes,,,,,,Yes,,,,,,10,35
201.0,0,110.0,613,Renault,Captur,Platine Diesel Dual Tone,1461.0,4.0,,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,50.0,Diesel,1619,4329,1813,SUV,5.0,,,20.37 km/litre,,,6,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/60 R17,215/60 R17,Yes,All Windows,,Smart Key,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,Analog,Yes,5.0,Leather,Manual,2673 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,392.0,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4.0,,"Rake, Reach",,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,11,43
201.0,0,106.0,614,Renault,Captur,Platine Petrol Dual Tone,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Petrol,1619,4329,1813,SUV,5.0,,,13.86 km/litre,,,5,201 mm,Solid Disc,Drum,"Mac Pherson strut with Lower Transverse link, coil spring",Twist beam suspension with coil spring,,,215/60 R17,215/60 R17,Yes,All Windows,,Smart Key,106PS@5600rpm,142Nm@4000rpm,Digital,Digital,Analog,Yes,5.0,Leather,Manual,2673 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Internal,392.0,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,"Rake, Reach",,Rear sensors with camera,,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,11,37
186.0,2,95.0,615,Mahindra,Xylo,D2 Bs-Iv,2489.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,55.0,Diesel,1895,4520,1850,SUV,5.0,10.7,13.6,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,205/65R15,205/65R15,Yes,,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400.0,,Yes,Yes,,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog,Yes,5.5,,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,Yes,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,5,13
186.0,2,95.0,616,Mahindra,Xylo,D4 Bs-Iv,2489.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,55.0,Diesel,1895,4520,1850,SUV,5.0,10.3,13.6,13.9 km/litre,,1875 kg,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,205/65R15,205/65R15,Electric Power,All Windows,,,95PS@3600rpm,218Nm@1400-2600rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,205/65R15,,,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400.0,,Yes,Yes,Digital,Not on offer,Yes,,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),,Internal,Analog,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2475 kg,,Yes,,Yes,,,17.8:1,Rake,,,,,,,,,,,,Manual Adjustment,,,,,,,,,,Yes,,,,,,,,,,,,,6,11
180.0,2,120.0,617,Mahindra,Xylo,H4 Bs-Iv,2179.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,55.0,Diesel,1895,4520,1850,SUV,5.0,11.4,14.6,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,,120PS@4000RPM,280Nm@2400-2800rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,215/75R15,,Yes,Not on offer,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",400.0,Yes,Yes,Yes,Digital,Front,Yes,Front,,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Manual,Analog,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,,2475 kg,,,,,,,17.8:1,Rake,,,,,,,,,,,,Manual Adjustment,,Yes,,Cup Holders,,,,,,,,,,,,,,,,,,,4,12
180.0,2,120.0,618,Mahindra,Xylo,H4 Abs Bs-Iv,2179.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,55.0,Diesel,1895,4520,1850,SUV,5.0,11.4,14.6,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,,120PS@4000RPM,280Nm@2400-2800rpm,Analog,Analog,Analog,Yes,7.0,Fabric,Manual,2760 mm,215/75R15,,Yes,Not on offer,Yes,,2 years /50000 Kms (years/distance whichever comes first),,Manual,400.0,Yes,,Yes,Digital,Front,Yes,Front,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,,,All Rows,2475 kg,,,,,,,17.8:1,Rake,,,,Yes,,,,,,,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,4,14
180.0,2,121.0,619,Mahindra,Xylo,H8 Abs Airbags Bs-Iv,2179.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,55.0,Diesel,1895,4520,1850,SUV,5.0,11.4,14.6,14.02 km/litre,,1875 kg,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,1500 mm,1500 mm,215/75R15,215/75R15,Electric Power,All Windows,,Remote,121PS@4000rpm,280Nm@2400-2800rpm,Digital,Analog,Analog,Yes,8.0,Fabric,Manual,2760 mm,215/75R15,,Yes,,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),,"With Remote, Internal",400.0,Yes,,Yes,Digital,Front & Rear,Yes,Front,Yes,3rd years / up to 75000 Kms (years/distance whichever comes first),Yes,Manual,Digital,Manual,Analog + Digital,Yes,5.5,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,,,,Yes,,All Rows,2475 kg,"Driver frontal airbag, Front passenger frontal airbag",,,Yes,,2.0,17.8:1,Rake,,,,Yes,,,,,,,,Manual Adjustment,,Yes,,,,,,,,,,,,,,,,,,,,,6,17
200.0,3,150.0,620,Tata,Safari Storme,2.2 Lx 4X2,2179.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,63.0,Diesel,1922,4655,1855,SUV,5.0,10.8,14.0,14 km/litre,,2000 kg,5,200 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Hydraulic Power,All Windows,,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,Yes,,,,3 years /100000 Kms (years/distance whichever comes first),,Manual,981.0,,Yes,Yes,Digital,Front,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,10.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,,Yes,Front Row,2505 kg,,Yes,,Yes,,,17.2:1,Rake,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,6,14
200.0,3,150.0,621,Tata,Safari Storme,2.2 Ex 4X2,2179.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,63.0,Diesel,1922,4655,1965,SUV,5.0,10.8,14.0,14 km/litre,,2000 kg,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Hydraulic Power,All Windows,,Remote,150PS@4000rpm,320Nm@1700-2700rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,2,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual,981.0,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",Analog,Manual,Analog + Digital,Yes,10.8,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,2555 kg,,Yes,Yes,Yes,,,17.2:1,Rake,,,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,,,,,,,,,7,22
200.0,3,156.0,622,Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,2179.0,4.0,4.0,RWD (Rear Wheel Drive),In-line,"Front, Longitudinal",Injection,63.0,Diesel,1922,4655,1965,SUV,5.0,10.8,13.0,14.1 km/litre,,2095 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,3,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual,981.0,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2570 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,7,25
200.0,3,156.0,623,Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,2179.0,4.0,4.0,AWD (All Wheel Drive),In-line,"Front, Longitudinal",Injection,63.0,Diesel,1922,4655,1965,SUV,5.0,13.93,,14.1 km/litre,,2095 kg,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,1580 mm,1550 mm,235/70R16,235/70R16,Electric Power,All Windows,,Remote,156PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Analog,Yes,7.0,Fabric,Manual,2650 mm,235/70R16,,3,CD Player with USB & Aux-in,Yes,,3 years /100000 Kms (years/distance whichever comes first),Yes,Manual,981.0,Yes,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,4 years /150000 Kms (years/distance whichever comes first),Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4,Yes,Driver & Front Passenger,Yes,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2650 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors,Yes,Yes,,,Yes,Yes,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,Yes,,,,,,Yes,,,,,,,,,,,,,7,25
205.0,8,129.0,624,Tata,Nexon Ev,Xm,,,,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,,Electric,1607,3994,1811,SUV,5.0,,,,,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,,,R16,R16,Electric Power,All Windows,,Smart Key,129PS,245Nm,Digital,Digital,Analog,Yes,5.0,Fabric,Automatic,2498 mm,,Yes,Yes,,Yes,,8 yrs/1.6L kmBattery Warranty,Yes,With Remote,,Yes,Yes,Yes,"Digital, Analog",Front,Yes,Yes,Yes,,Yes,With Remote,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,Yes,"Normal, Sport",Yes,Yes,,,Yes,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,,,,Yes,,Yes,,,Yes,Yes,,,,,,Yes,,Yes,,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",312 km/full charge,10,39
205.0,8,129.0,625,Tata,Nexon Ev,Xz Plus,,,,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,,Electric,1607,3994,1811,SUV,5.0,,,,,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,,,R16,R16,Electric Power,All Windows,,Smart Key,129PS,245Nm,Digital,Digital,Analog,Yes,5.0,Fabric,Automatic,2498 mm,,Yes,Yes,USB & Aux-in,Yes,,8 yrs/1.6L kmBattery Warranty,Yes,With Remote,,Yes,Yes,Yes,"Digital, Analog",Front,Yes,Yes,Yes,,Yes,With Remote,Digital,Manual,Digital,Yes,,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,Yes,"Normal, Sport",Yes,Yes,,,Yes,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,,Yes,,Yes,,,Yes,Yes,,,,,,Yes,,Yes,,"30.2 kWh* Advanced Li-ion polymer, liquid cooled battery pack with IP67 certification",312 km/full charge,10,40
